file,status,duration_sec,shot_length_mean_sec,shot_length_median_sec,shots_per_min,shot_count,cuts_per_min,shot_length_cv,color_saturation_mean,color_saturation_temporal_var,motion_mean,motion_peak,flashing_events_per_min,audio_rms_mean,audio_rms_peak,audio_rms_temporal_var,audio_dynamic_range_db,audio_available,sensory_load_score,sensory_load_audio_available,sensory_load_pacing,sensory_load_saturation,sensory_load_motion,sensory_load_flashing,sensory_load_audio
"$10,000 Every Day You Survive In A Grocery Store.mp4",ok,1291.56,1.883,1.535,31.869,686,31.822,0.628,0.2131,0.0124,0.1357,0.59,13.008,0.21262,0.54942,0.009316,8.25,True,0.5055,True,0.5304,0.2131,0.1357,0.4336,1.0
Mr Beast Squid Games.mp4,ok,1541.21,1.597,1.418,37.568,965,37.529,0.496,0.3735,0.0158,0.1552,0.5242,12.652,0.15865,0.41071,0.002046,8.26,True,0.5026,True,0.6255,0.3735,0.1552,0.4217,0.7933
