file,status,duration_sec,shot_length_mean_sec,shot_length_median_sec,shots_per_min,shot_count,cuts_per_min,shot_length_cv,color_saturation_mean,color_saturation_temporal_var,motion_mean,motion_peak,flashing_events_per_min,audio_rms_mean,audio_rms_peak,audio_rms_temporal_var,audio_dynamic_range_db,audio_available,sensory_load_score,sensory_load_audio_available,sensory_load_pacing,sensory_load_saturation,sensory_load_motion,sensory_load_flashing,sensory_load_audio
Bob Ross - Cypress Creek (Season 29 Episode 7).mp4,ok,1488.32,1488.32,1488.32,0.04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,False,0.0,0.0,0.0,0.0,0.0
Bob Ross - Island in the Wilderness (Season 29 Episode 1).mp4,ok,1509.47,11.98,7.925,5.008,126,4.969,1.014,0.3341,0.0042,0.0563,0.352,3.458,0.01504,0.06372,7.8e-05,12.54,True,0.1415,True,0.0828,0.3341,0.0563,0.1153,0.0752
